index,hypothesis,system,mqm,sqm,gemba,domain,doc,source,reference
354,"50 percent of the 21 million years of life thought to have been lost to drug-related disability or premature death in 2017 and 66 percent of the projected 167,000 deaths from drug use disorders were attributed to substances, Resulting from chemicals.",refA,-1.0,73.0,-5.0,manuals,wdr-3,"在2017年与吸毒病症有关的估计167,000例死亡中，有66%是这类物质造成的，在据信为吸毒导致的残疾或过早死亡而损失的2,100万年寿命中，有50%是这类物质造成的。","50 percent of the 21 million years of life thought to have been lost to drug-related disability or premature death in 2017 and 66 percent of the projected 167,000 deaths from drug use disorders were attributed to substances, Resulting from chemicals."
355,Synthetic opioid abuse worsens public health crisis,refA,-1.0,74.5,0.0,manuals,wdr-3,合成类阿片的非医疗使用加剧了公共卫生危机,Synthetic opioid abuse worsens public health crisis
356,"In West, Central and North Africa, it is tramadol that is fueling the opioid crisis; in North America it is fentanyl. The opioid problem is being exacerbated by easily accessible and inexpensively produced drugs in the two locations, which have little in common in terms of economics, demographics, or overall drug usage trends.",refA,-0.0,74.0,0.0,manuals,wdr-3,在西非、中部非洲和北非，加剧类阿片危机的是曲马多；在北美则是芬太尼。这两个区域在经济、人口统计数据或一般吸毒模式方面几乎没有共同点，但都在奋力抗击由容易获得且生产成本低的物质助长的类阿片危机。,"In West, Central and North Africa, it is tramadol that is fueling the opioid crisis; in North America it is fentanyl. The opioid problem is being exacerbated by easily accessible and inexpensively produced drugs in the two locations, which have little in common in terms of economics, demographics, or overall drug usage trends."
357,A rise in opioid overdose mortality of 20 years has been attributed to the use of synthetic opioids like fentanyl in North America.,refA,-0.0,74.5,0.0,manuals,wdr-3,在北美，芬太尼等合成类阿片的使用导致了20年来类阿片过量致死人数增加。,A rise in opioid overdose mortality of 20 years has been attributed to the use of synthetic opioids like fentanyl in North America.
358,"Fentanyl was involved in two-thirds of the 67,367 overdose deaths reported in the United States in 2018.",refA,-0.0,77.0,0.0,manuals,wdr-3,"2018年，在美国登记的67,367例过量死亡中，有三分之二涉及芬太尼。","Fentanyl was involved in two-thirds of the 67,367 overdose deaths reported in the United States in 2018."
379,Real Wireless Bluetooth Headphones Redmi AirDots 2,refA,-0.0,93.0,0.0,manuals,xm-0,Redmi AirDots 2 真无线蓝牙耳机,Real Wireless Bluetooth Headphones Redmi AirDots 2
380,User's Manual,refA,-1.0,94.0,-5.0,manuals,xm-0,使用说明书,User's Manual
381,Merchandise Description,refA,-1.0,84.5,0.0,manuals,xm-0,产品介绍,Merchandise Description
382,"Before using the product, please carefully read this manual and treat it with care.",refA,-0.0,92.0,0.0,manuals,xm-0,使用产品前请仔细阅读本说明书，并妥善保管。,"Before using the product, please carefully read this manual and treat it with care."
383,"Ear covers come with the earphones, use earbuds and bottom text if uncomfortable.",refA,-1.0,63.5,-25.0,manuals,xm-0,耳机本身配带中号耳帆，如有了觉不适过以要底文二融小虽机外。,"Ear covers come with the earphones, use earbuds and bottom text if uncomfortable."
384,putting on headphones,refA,-2.0,83.0,-1.0,manuals,xm-0,01 佩戴耳机,putting on headphones
385,"Gently insert the ear tents downwardly into the ear canal, then gently swing your head to move the earphones.",refA,-1.0,86.0,-25.0,manuals,xm-0,将耳帐斜向下轻轻塞入耳道，以轻摆头部耳机不田动为家。,"Gently insert the ear tents downwardly into the ear canal, then gently swing your head to move the earphones."
386,"For crisper calls, angle the headset microphone toward your mouth when speaking on the phone.",refA,-1.0,87.5,0.0,manuals,xm-0,通话时，将耳机麦克风朝向嘴部可使通话更清晰。,"For crisper calls, angle the headset microphone toward your mouth when speaking on the phone."
387,Adjust headset to show microphone when making calls,refA,-0.0,90.0,-25.0,manuals,xm-0,司人改通话时请注意调整耳机露出麦克风,Adjust headset to show microphone when making calls
388,"Please remove the nets from the left and right earphone charging points before charging and using, and charge the charging box and headphones completely before using.",refA,-2.0,88.5,-5.0,manuals,xm-0,充电开机使用前，请先撕掉左右耳机充各点处的网几，将充电盒及耳机充满电。,"Please remove the nets from the left and right earphone charging points before charging and using, and charge the charging box and headphones completely before using."
425,Features,refA,-5.0,84.5,-5.0,manuals,xm-1,功能要点,Features
426,"Earbuds control features, answer calls, hang up, play/halt music, long press for one second to release,",refA,-5.0,47.5,-17.0,manuals,xm-1,"以下功能左右耳机均可操作, 轻按一下来电时，接听电话; 通话或去电中，挂断电话音乐时，播放 /暂停音频 ,长按约1 秒释放","Earbuds control features, answer calls, hang up, play/halt music, long press for one second to release,"
427,"Switch to mobile or headset if unwanted call, click twice",refA,-4.0,58.0,-12.0,manuals,xm-1,来电时，拒听电话通话时，切换至耳机 /手机听简双击,"Switch to mobile or headset if unwanted call, click twice"
428,Enable/disable silent mode when on a call,refA,-1.0,73.0,-5.0,manuals,xm-1,通话中，开局 /关闭 静音模式,Enable/disable silent mode when on a call
429,Turn on the voice assistant while it is in standby (the device needs to support the voice function and turn on the fast wake-up setting),refA,-0.0,79.0,0.0,manuals,xm-1,待机时， 开启语音助手(需设备支持语音功能且打开快速唤醒设置),Turn on the voice assistant while it is in standby (the device needs to support the voice function and turn on the fast wake-up setting)
430,Switch calls after second incoming call,refA,-0.0,76.0,0.0,manuals,xm-1,接听第二个来电并切换通话,Switch calls after second incoming call
431,"During a mobile phone call, when a new call comes in, you can hold the previous call while answering the new one by clicking the multi-function button; you can switch between the two calls by double-clicking the multi-function button.",refA,-3.0,79.0,0.0,manuals,xm-1,"手机通话中有新的来电时,单击多功能键可保持上一个通话、接听第二个来电; 双击多功能键可切换两个通话。","During a mobile phone call, when a new call comes in, you can hold the previous call while answering the new one by clicking the multi-function button; you can switch between the two calls by double-clicking the multi-function button."
432,Basic parameters,refA,-0.0,86.0,0.0,manuals,xm-1,基本参数,Basic parameters
433,Product name: Redmi AirDots 2 Wireless Headphones,refA,-1.0,82.0,0.0,manuals,xm-1,产品名称 :Redmi AirDots 2 真无线蓝牙耳机,Product name: Redmi AirDots 2 Wireless Headphones
434,Product model: TWSEJO61LS,refA,-0.0,90.5,0.0,manuals,xm-1,产品型号 :TWSEJO61LS,Product model: TWSEJO61LS
454,Note:,refA,-0.0,93.5,0.0,manuals,xm-2,注意,Note:
455,1. It is advised to charge the product before usage if it has not been used for more than two weeks;,refA,-0.0,91.0,-1.0,manuals,xm-2,"1.若产品超过两个星期未使用, 建议使用前先对产品进行充电;",1. It is advised to charge the product before usage if it has not been used for more than two weeks;
456,2 Choose a reputable CCC-certified charger,refA,-4.1,85.0,-2.0,manuals,xm-2,2 必须选择正规厂家生产的经过国家 CCC 认证的充电器,2 Choose a reputable CCC-certified charger
457,3 Please limit the amount of time and volume that you wear headphones to avoid damaging your hearing;,refA,-1.0,88.5,0.0,manuals,xm-2,"3 长时间连续使用耳机有损听力,请合理控制使用时间及音量 ;",3 Please limit the amount of time and volume that you wear headphones to avoid damaging your hearing;
458,"4 Because wearing headphones will make it harder to hear sounds outside, avoid using them in situations when your safety could be in danger.",refA,-1.0,88.0,0.0,manuals,xm-2,"4 使用耳机会降低对外界声音的感知力, 请不要在可能威胁到安全的环境中使用耳机。","4 Because wearing headphones will make it harder to hear sounds outside, avoid using them in situations when your safety could be in danger."
459,Basic parameters of the charging box,refA,-1.0,90.0,0.0,manuals,xm-2,充电盒基本参数,Basic parameters of the charging box
460,Product Size: 62x40x272mm,refA,-0.0,91.5,0.0,manuals,xm-2,产品尺寸: 62x40x272mm,Product Size: 62x40x272mm
461,Input parameters: 5 to 500mA,refA,-1.0,91.5,-25.0,manuals,xm-2,输入参数:5 一 500mA,Input parameters: 5 to 500mA
462,Output parameters: 5V to 150mA,refA,-1.0,92.5,-5.0,manuals,xm-2,输出参数: 5V 一 150mA,Output parameters: 5V to 150mA
463,2 hours or so for charging,refA,-0.0,85.5,0.0,manuals,xm-2,充电时间: 约 2 小时,2 hours or so for charging
487,"EU faces admission obstacles in refugee policy talks, says Chinanews com",refA,-1.2,50.0,-5.0,news,chinanews.com.280744,欧盟峰会为难民政策争论，欧盟官员：接收过程步步瓶颈-中新网,"EU faces admission obstacles in refugee policy talks, says Chinanews com"
488,Conflicts over refugee policy at the EU summit amongst EU officials; obstacles at every stage of the admission process,refA,-1.1,85.0,0.0,news,chinanews.com.280744,欧盟峰会为难民政策争吵不休，欧盟官员：接收过程每一步都存在瓶颈,Conflicts over refugee policy at the EU summit amongst EU officials; obstacles at every stage of the admission process
