id,source,reference,target,error_span,category,severity,type,source_lang,target_lang
146,但是可以说是把整个设计感都摧毁了。,"However, one could argue that the entire sense of design has been lost.",<v> But it arguably destroys </v> the whole sense of design., But it arguably destroys ,no-error,no-error,gp,Chinese,English
147,小马科斯今年1月初曾访华，并且获得价值200亿美元的协议。,"""Bongbong Marcos visited China in early January this year and obtained a deal worth 20 billion US dollars.""",Marcos Jr. visited <v> China in early January </v> and was awarded a $20 billion deal., China in early January ,no-error,no-error,gp,Chinese,English
148,"2018年，在美国登记的67,367例过量死亡中，有三分之二涉及芬太尼。","Fentanyl was involved in two-thirds of the 67,367 overdose deaths reported in the United States in 2018.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","In 2018, <v> two-thirds of the 67,367 </v> overdose deaths registered in the United States involved fentanyl.‏"," two-thirds of the 67,367 ",no-error,no-error,gp,Chinese,English
149,这是我的第一个长评，希望这不是我的最后一个。,"My first lengthy review, which I hope won't be my last.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","This is my first <v> long comment, and I </v> hope it's not my last."," long comment, and I ",no-error,no-error,gp,Chinese,English
150,以后电子产品在亚马逊上买还是要小心。,Future electronic product purchases on Amazon should be cautious.,Be <v> careful when buying electronic </v> products on Amazon in the future., careful when buying electronic ,no-error,no-error,gp,Chinese,English
151,虽然时间已经过去很久了，但这机器依旧没什么毛病。,"Even though time has gone, this machine is still in perfect working order.","While it's been a long <v> time, the machine is </v> still working perfectly well."," time, the machine is ",no-error,no-error,gp,Chinese,English
152,我是谁？我在哪儿？这电脑真是我买的吗？,My identity? My location? Have I truly purchased this computer?,Who am I? Where am I? <v> Did I really buy </v> this computer?, Did I really buy ,no-error,no-error,gp,Chinese,English
153,感觉索尼要放在中国代工要比小马好多了。,In my opinion Sony would fare better as an OEM in China than Xiaoma.,I feel that Sony would be much better off <v> outsourcing to China than </v> to Malaysia., outsourcing to China than ,no-error,no-error,gp,Chinese,English
154,收到货后检查发现：,"After receiving the products, investigation showed that: ","Upon <v> receiving the shipment and </v> inspecting it, I found:", receiving the shipment and ,no-error,no-error,gp,Chinese,English
155,吸引香港旅客拓展港澳“联线同游”,"Attract Hong Kong tourists to expand Hong Kong and Macao ""joint line with the tour""","Attracting <v> Hong Kong tourists and </v> expanding Hong Kong and Macau ""connected travel""", Hong Kong tourists and ,no-error,no-error,gp,Chinese,English
156,2，结实、用料足、焊点牢固、表面处理得当、颜色很好。,"2, Sturdy construction, ample material, solid solder joints, appropriate surface finishing, and attractive color.","2. <v> Strong, sufficient materials, firm </v> solder joints, proper surface treatment, and good color."," Strong, sufficient materials, firm ",no-error,no-error,gp,Chinese,English
157,然而，第一夫人李雪主只能退到一旁。,"However, the First Lady, Ri Sol-ju, could only step aside.","However, the first lady, Ri <v> Sol-ju, could only step </v> aside."," Sol-ju, could only step ",no-error,no-error,gp,Chinese,English
158,这是一款设计风格非常简洁的产品。,This product has a fairly straightforward design.,This is a <v> product with a very </v> simple design., product with a very ,no-error,no-error,gp,Chinese,English
159,源文件后级名指出语言种类以及后期的操作:,The dialect sort and ensuing operations are shown by the post-level title of the source record:‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,The post-level name of the source file <v> indicates the language type </v> and subsequent actions:, indicates the language type ,no-error,no-error,gp,Chinese,English
160,4. 为手机、移动装置或电脑安装防毒软件，并定期更新；,"4. Install anti-virus software for cell phones, mobile devices or computers, and update it regularly;‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","<v> 4. Install anti-virus software </v> for your phone, mobile device, or computer, and update it regularly;‏‏‏‏‏‏‏‏‏‏‏‏", 4. Install anti-virus software ,no-error,no-error,gp,Chinese,English
161,电子书中还出现了错别字、标点符号缺失、编号错误的问题。,"The e-book also contained errors, missing punctuation marks, and improper numbers.","There are also problems with typos, missing <v> punctuation, and incorrect numbering </v> in e-books."," punctuation, and incorrect numbering ",no-error,no-error,gp,Chinese,English
162,生在中国的我有点不理解了。,"I'm confused, being Chinese by birth.","As someone <v> born in China, I'm </v> a bit confused."," born in China, I'm ",no-error,no-error,gp,Chinese,English
163,总之，我们全家都喜欢在亚马逊海外购shopping!,"Overall, our entire family enjoys buying on Amazon from abroad!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","In <v> short, our whole family </v> loves shopping overseas on Amazon!‏‏‏"," short, our whole family ",no-error,no-error,gp,Chinese,English
164,虽然新型精神活性物质的总体数量已经稳定下来，但比例发生了变化。,"NPS numbers have stabilized for the most part, but the proportions have moved.","While the overall <v> quantity of new psychoactive </v> substances has stabilized, the proportions have changed.", quantity of new psychoactive ,no-error,no-error,gp,Chinese,English
165,五角大楼还认为，目前没有迹象显示，这个物体是可操纵的。,"Additionally, according to the Pentagon, there is currently no proof that the item is manipulatable.",The Pentagon also considered that there was currently no <v> indication that the object </v> was manipulable., indication that the object ,no-error,no-error,gp,Chinese,English
166,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is <v> strongly recommended that Amazon </v> stop using EMS!, strongly recommended that Amazon ,no-error,no-error,gp,Chinese,English
167,越南与新加坡签署《绿色和数字经济伙伴关系谅解备忘录》。,Vietnam and Singapore have signed the Memorandum of Understanding on Green and Digital Economy Partnership.,Vietnam and Singapore signed <v> a Memorandum of Understanding </v> on Green and Digital Economy Partnership., a Memorandum of Understanding ,no-error,no-error,gp,Chinese,English
168,全球性的新冠肺炎疫情已使全世界陷入前所未有的危机。,The globe is right now encountering an unparalleled emergency as a result of the COVID-19 scourge.,The global COVID-19 pandemic has plunged <v> the world into an </v> unprecedented crisis., the world into an ,no-error,no-error,gp,Chinese,English
169,电子零组件出口年减20.1%，创11年来最大减幅。,"The most prominent diminish in 11 a long time was seen within the trades of electronic parts and components, which dropped by 20.1% year over year.","Exports of <v> electronic components fell by </v> 20.1% year-on-year, the largest decline in 11 years.", electronic components fell by ,no-error,no-error,gp,Chinese,English
170,"相比之下，2018年使用类阿片的有5,800万人。","58 million people used opioids in 2018, in contrast.","<v> In comparison, 58 million </v> people used opioids in 2018."," In comparison, 58 million ",no-error,no-error,gp,Chinese,English
171,两天紧密行程觅商机增宣传,Two-day intensive itinerary to seek business opportunities and increase publicity,Two-day intensive itinerary to seek <v> business opportunities and increase </v> publicity, business opportunities and increase ,no-error,no-error,gp,Chinese,English
172,东西很好，平台官僚依旧,"The content is excellent, the platform bureaucrats persist","The product is very <v> good, but the platform </v> bureaucracy remains."," good, but the platform ",no-error,no-error,gp,Chinese,English
173,"标题上还是顾客,正文中就变成客户了。","The text becomes a customer, but the title continues to be a client.","The title is <v> ""customer"", but in the </v> text it becomes ""client""."," ""customer"", but in the ",no-error,no-error,gp,Chinese,English
174,伊朗纪念革命周年支持抗议的黑客骇了总统电视讲话,Pro-protest hackers hack president's televised address as Iran marks revolution anniversary,Iran marks anniversary of revolution Hackers <v> supporting protests hack president's </v> televised speech, supporting protests hack president's ,no-error,no-error,gp,Chinese,English
175,优点：这款双肩包比较精致，看起来耐用。,"Benefits: This bag is more delicate, and appears to be more robust.",Advantage: <v> This backpack is quite </v> delicate and appears to be durable., This backpack is quite ,no-error,no-error,gp,Chinese,English
176,2，你不退货，我们补偿你1000日元。,"2, We will give you a reward of 1,000 yen if you do not return the goods.","2. <v> If you do not </v> return the product, we will compensate you 1,000 yen.", If you do not ,no-error,no-error,gp,Chinese,English
177,5.睡眠检测不显示，时间是0。,5. The time is 0 and there is no indication of sleep detection.,5. Sleep detection <v> is not displayed and </v> the time is 0., is not displayed and ,no-error,no-error,gp,Chinese,English
178,7，实际上，我非常在意商家做出的承诺。,"7, In reality, I am cautious about merchants' promises.","7. In fact, I am very concerned about <v> the promises made by </v> merchants.", the promises made by ,no-error,no-error,gp,Chinese,English
179,玩起来还不错，比ps4，便携性高。,It's more portable than a PS4 and not horrible to play.,"It is better than <v> the PS4, and is </v> more portable."," the PS4, and is ",no-error,no-error,gp,Chinese,English
