id,source,reference,target,error_span,category,severity,source_lang,target_lang
308,东西着实不错，送女友的，只是中午我不在加拿快递的时候有些不愉快，物流公司直接放邮件寄存宝里并且没发取件的验证短信给我，害我跑了两趟。,"The item is excellent, and I presented it to my girlfriend, However, I was disappointed that I couldn't receive the quick delivery because I wasn't in Canada at noon, I had to run twice since the shipping company dropped the mail right in the treasure and did not send me a text message to confirm that I could pick up the box.","It was really good, I sent it to my girlfriend, but I was a little unhappy when I was not in Canada <v>Express</v> at noon, the logistics company put it in the mail deposit and did not send me the verification text of the pickup, I ran two times.",Express,Accuracy/Mistranslation,Major,Chinese,English
309,东西着实不错，送女友的，只是中午我不在加拿快递的时候有些不愉快，物流公司直接放邮件寄存宝里并且没发取件的验证短信给我，害我跑了两趟。,"The item is excellent, and I presented it to my girlfriend, However, I was disappointed that I couldn't receive the quick delivery because I wasn't in Canada at noon, I had to run twice since the shipping company dropped the mail right in the treasure and did not send me a text message to confirm that I could pick up the box.","It was really good, I sent it to my girlfriend, but I was a little unhappy when I was not in Canada Express at noon, the logistics company put it in the <v>mail deposit</v> and did not send me the verification text of the pickup, I ran two times.",mail deposit,Accuracy/Mistranslation,Major,Chinese,English
310,1 收到这样残次品，亚马逊客服告诉你不要急啊，我们54小时左右会跟你联系。,1 Amazon customer support advises you to not worry if you receive a product with such an issue… we will get in touch with you in around 54 hours.,"1 After receiving the defective product, Amazon customer service will tell <v>you</v> not to rush, we will contact you in about 54 hours.",you,Accuracy/Mistranslation,Major,Chinese,English
311,1 收到这样残次品，亚马逊客服告诉你不要急啊，我们54小时左右会跟你联系。,1 Amazon customer support advises you to not worry if you receive a product with such an issue… we will get in touch with you in around 54 hours.,"1 After receiving the defective product, Amazon customer service will tell you not to <v>rush</v>, we will contact you in about 54 hours.",rush,Accuracy/Mistranslation,Major,Chinese,English
312,1 收到这样残次品，亚马逊客服告诉你不要急啊，我们54小时左右会跟你联系。,1 Amazon customer support advises you to not worry if you receive a product with such an issue… we will get in touch with you in around 54 hours.,"1 After receiving the defective product, Amazon customer service will tell you not to rush, <v>we</v> will contact you in about 54 hours.",we,Accuracy/Mistranslation,Major,Chinese,English
313,1 收到这样残次品，亚马逊客服告诉你不要急啊，我们54小时左右会跟你联系。,1 Amazon customer support advises you to not worry if you receive a product with such an issue… we will get in touch with you in around 54 hours.,"1 After receiving the defective product, Amazon customer service will tell you not to rush, we will contact <v>you</v> in about 54 hours.",you,Accuracy/Mistranslation,Major,Chinese,English
314,2 然后中间你联系客服人员，他们会告诉你这个问题会有专员处理，他会告知你结果。,"2 You then get in touch with the customer service team in the middle, who will let you know that a professional will handle this issue, and let you know the outcome.","2 Then <v>you</v> contact the customer service agent, who will tell you that the matter will be dealt with by the commissioner, who will inform you of the outcome.",you,Accuracy/Mistranslation,Major,Chinese,English
315,2 然后中间你联系客服人员，他们会告诉你这个问题会有专员处理，他会告知你结果。,"2 You then get in touch with the customer service team in the middle, who will let you know that a professional will handle this issue, and let you know the outcome.","2 Then you contact the customer service <v>agent</v>, who will tell you that the matter will be dealt with by the commissioner, who will inform you of the outcome.",agent,Accuracy/Mistranslation,Major,Chinese,English
316,2 然后中间你联系客服人员，他们会告诉你这个问题会有专员处理，他会告知你结果。,"2 You then get in touch with the customer service team in the middle, who will let you know that a professional will handle this issue, and let you know the outcome.","2 Then you contact the customer service agent, who will tell <v>you</v> that the matter will be dealt with by the commissioner, who will inform you of the outcome.",you,Accuracy/Mistranslation,Major,Chinese,English
317,2 然后中间你联系客服人员，他们会告诉你这个问题会有专员处理，他会告知你结果。,"2 You then get in touch with the customer service team in the middle, who will let you know that a professional will handle this issue, and let you know the outcome.","2 Then you contact the customer service agent, who will tell you that the matter will be dealt with by the commissioner, who will inform <v>you</v> of the outcome.",you,Accuracy/Mistranslation,Major,Chinese,English
318,你永远主动联系不上这个专员，也不知道她的工号，也没有直线联系电话，就是你联系不上她，只有她联系你。,"Since you don't know the commissioner's job number and there isn't a direct phone number to call, you'll never make the effort to get in touch with her, She is the only one who can reach you, You can't.","<v>You</v> never actively contact the commissioner, you never know her job number, you never have a direct telephone line, you never contact her, she only contacts you.",You,Accuracy/Mistranslation,Major,Chinese,English
