id,source,reference,target,error_span,category,severity
184,还行吧，第一把面单,"The initial face sheet is alright, so","Alright, the first <v>batch of</v> face sheets.",batch of,addition,major
185,而且里面的软胶盒包装的，卡盒都压开了压到变形了。,"Additionally, the card box had been forced open and twisted, and the soft plastic box within had been packed.",The <v>paper</v> and cardboard boxes inside were crushed open and deformed.,paper,addition,major
186,综合韩国“朝鲜新闻”等报导，金正恩、李雪主夫妇7日带著女儿金主爱出席晚宴的官方合照中，金主爱不仅罕见坐在父母正中间C位，在隔日晚间建军节第75周年阅兵仪式上，她还与金正恩一起登上主席台。,"Based on South Korean ""North Korea News"" and other reports, in the official group photo of Kim Jong-un and Li Xuezhu with their daughter Kim Joo-ae attending the dinner on the 7th, Kim Joo-ae is not only rarely sitting in the Center seat between her parents, but also on the 75th anniversary of the Army Day the next night at the military parade, she also stood on the rostrum with Kim Jong-un.","In the official photo of Kim Jong-un and Lee Hye-seok attending the dinner with their daughter Kim Hye-jae on <v>July</v> 7, Kim Hye-jae is not only seen sitting in the middle of the table in the middle of the table, but also on the stage with Kim Jong-un at the parade for the 75th anniversary of the founding of the People's Republic of Korea on the following night.",July,addition,major
187,Vitamix 维他美仕6300,Vitamix Vitamix 6300,Vitamix 6300 <v>Vitamix</v>.,Vitamix,addition,major
188,了的目标文件.,The target record.,The objective of the document is to provide a clearer picture of the situation <v>in the country</v>.,in the country,addition,major
189,综合韩国“朝鲜新闻”等报导，金正恩、李雪主夫妇7日带著女儿金主爱出席晚宴的官方合照中，金主爱不仅罕见坐在父母正中间C位，在隔日晚间建军节第75周年阅兵仪式上，她还与金正恩一起登上主席台。,"Based on South Korean ""North Korea News"" and other reports, in the official group photo of Kim Jong-un and Li Xuezhu with their daughter Kim Joo-ae attending the dinner on the 7th, Kim Joo-ae is not only rarely sitting in the Center seat between her parents, but also on the 75th anniversary of the Army Day the next night at the military parade, she also stood on the rostrum with Kim Jong-un.","In an official photo taken of Kim Jong Un and his wife Lee Hyun-hee at a dinner with their daughter Kim Hyun-hye on <v>July</v> 7, Kim Hyun-hye not only rarely sits in C-seat in the middle of his parents but she also took the chairman's desk with Kim Jong-il during the parade for the 75th anniversary of the founding of the Korean People's Army (KPR) on the following night.",July,addition,major
190,选择2，我有鞋子，最后补偿了我2000日元，最后损失在150rmb 客服：我们已记录下来，我们会认真处理，次日回了封邮件，说我不接受中方客服调解，就这么完了。,"Option 2, I have shoes, and they finally gave me 2,000 yen in compensation; my final loss was 150 rmb, Customer service: We have it on file and will treat it with care, the following day, I replied to an email and ended the conversation by stating that I would not accept the Chinese customer service's mode of resolution.","I chose option 2, I have the shoes, and was finally compensated 2000 yen, with a final loss of 150 RMB. Customer service: We have recorded this, we will handle it seriously, and the next day they sent an email saying that <v>if</v> I do not accept mediation from the Chinese customer service, then it's over.",if,addition,major
191,但店家还是不错的，积极配合催促快递及时退款，但是这个全峰快递实在的工作是做的相当让人愤怒，拖拉半个月左右才退款，这种合作伙伴是要拖亚马逊的后腿的，工作效率差，没有服务意识！,"However, the store is still nice, actively helping to urge the express to refund promptly, however, Quanfeng Express' actual work is rather frustrating, and the reimbursement is delayed by approximately a month, such a partner would slow down Amazon, yes, ineffective work practices and a lack of service spirit!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","But the store is still good, actively cooperating with urging the express to refund in time, but the real work of Quanfeng Express is quite infuriating, and the refund is delayed for about half a month. This kind of partner is to hold back Amazon. <v>Yes,</v> poor work efficiency and no sense of service!‏‏‏‏‏‏‏‏","Yes,",addition,major
192,（综合11日电）朝鲜8日晚间举行建军节第75周年阅兵仪式，领导人金正恩的女儿金主爱不仅出席，还与父亲一同站上主席台。,"""(General 11) - North Korea held a military parade on the 75th anniversary of Army Day on the evening of the 8th, and leader Kim Jong-un's daughter Kim Jong-ae not only attended but also stood on the podium together with her father.""","On the evening of 8 <v>August</v>, the DPRK held a military parade marking the 75th anniversary of Army Day, and Kim Jong-ae, daughter of leader Kim Jong-un, not only attended, but also stood on the rostrum with her father.",August,addition,major
193,Vitamix 维他美仕6300,Vitamix Vitamix 6300,Vitamix Vitamix 6300 <v>is a brand name for an</v>,is a brand name for an,addition,major
194,无论是拉拢韩国建立“技术同盟”，还是与韩国、日本和中国台湾地区建立芯片“四方联盟”，亦或借由美日印澳“四边机制”“印太经济框架”等机制建立半导体产业链“小圈子”，美国通过把政治化、阵营化、武器化的手段引入半导体产业，企图搭建美国主导的封闭产供链循环，从而弥补其在芯片制造领域的短板，维护其在全球芯片产业的优势地位。,"Whether it be to convince South Korea to create a ""specialized organization together,"" or to make a chip ""quadrate alliance"" with South Korea, Japan, and Taiwan, or to set up a semiconductor industry chain through components such as the ""four-party component"" of the Joined together States, Japan, India, and Australia, and the ""Indo-Pacific Financial System"".","Whether it is to draw South Korea to establish a ""technology alliance"", or with South Korea, Japan and China Taiwan to establish a chip ""four-party alliance"", or by the U.S., Japan, India and Australia, ""four-sided mechanism"" ""Indo-Pacific economic framework"" and other mechanisms to establish the semiconductor industry chain ""small circle"", the United States through the introduction of politicization, camp, weaponized means of the semiconductor industry, in an attempt to build a U.S.-led closed production and supply chain cycle, so as to make up for its shortcomings in the field of chip manufacturing, to maintain its position in the global chip manufacturing <v>The United States, by introducing politicization, camping and weaponization into the semiconductor industry, attempts to build a closed production and supply chain cycle dominated by the United States, so as to make up for its shortcomings in the field of chip manufacturing and maintain its dominant position in the global chip industry.</v>","The United States, by introducing politicization, camping and weaponization into the semiconductor industry, attempts to build a closed production and supply chain cycle dominated by the United States, so as to make up for its shortcomings in the field of chip manufacturing and maintain its dominant position in the global chip industry.",addition,major
